time,pair,tf,dir,entry,stop,target,stop_pips,R
2025-12-17 08:00:00,EURUSD,H1,buy,1.17316,1.17067,1.17814,24.9,-1.048
2025-12-17 17:00:00,EURUSD,H1,buy,1.17387,1.17373,1.17415,1.4,1.528
2025-12-17 22:00:00,EURUSD,H1,buy,1.17392,1.17340,1.17496,5.2,-1.194
2025-12-18 17:00:00,EURUSD,H1,sell,1.17231,1.17287,1.17119,5.6,1.818
2025-12-31 12:00:00,EURUSD,H1,buy,1.17358,1.17192,1.17690,16.6,0.403
2022-01-04 04:00:00,EURUSD,H4,sell,1.12730,1.13104,1.11982,37.4,-1.032
2022-01-12 12:00:00,EURUSD,H4,buy,1.14496,1.13537,1.16414,95.9,-1.013
2022-01-26 04:00:00,EURUSD,H4,sell,1.12762,1.13117,1.12052,35.5,1.966
2022-02-07 12:00:00,EURUSD,H4,sell,1.14382,1.14597,1.13952,21.5,-1.055
2022-02-11 16:00:00,EURUSD,H4,sell,1.13463,1.14190,1.12009,72.7,1.983
2022-02-15 16:00:00,EURUSD,H4,sell,1.13570,1.13691,1.13328,12.1,-1.094
2022-02-27 20:00:00,EURUSD,H4,sell,1.11458,1.12749,1.08876,129.1,1.990
2022-03-01 08:00:00,EURUSD,H4,sell,1.11031,1.12339,1.08415,130.8,1.991
2022-03-31 04:00:00,EURUSD,H4,sell,1.11027,1.11858,1.09365,83.1,1.985
2022-04-04 04:00:00,EURUSD,H4,sell,1.09966,1.10554,1.08790,58.8,1.979
2022-04-06 16:00:00,EURUSD,H4,sell,1.08975,1.09389,1.08147,41.4,1.971
2022-04-08 12:00:00,EURUSD,H4,sell,1.08780,1.08927,1.08486,14.7,-1.078
2022-04-15 12:00:00,EURUSD,H4,sell,1.08080,1.08246,1.07748,16.6,1.930
2022-04-22 08:00:00,EURUSD,H4,sell,1.07888,1.08525,1.06614,63.7,1.981
2022-05-31 20:00:00,EURUSD,H4,sell,1.07181,1.07476,1.06591,29.5,1.959
2022-06-14 12:00:00,EURUSD,H4,sell,1.04108,1.04856,1.02612,74.8,-1.016
2022-06-20 12:00:00,EURUSD,H4,sell,1.05111,1.05468,1.04397,35.7,-1.034
2022-06-30 20:00:00,EURUSD,H4,sell,1.04543,1.04897,1.03835,35.4,1.966
2022-07-04 12:00:00,EURUSD,H4,sell,1.04235,1.04637,1.03431,40.2,1.970
2022-08-11 16:00:00,EURUSD,H4,sell,1.03203,1.03652,1.02305,44.9,1.973
2022-08-23 04:00:00,EURUSD,H4,sell,0.99245,0.99510,0.98715,26.5,-1.045
2022-09-14 12:00:00,EURUSD,H4,sell,0.99795,1.00244,0.98897,44.9,-1.027
2022-10-05 08:00:00,EURUSD,H4,sell,0.98654,0.99957,0.96048,130.3,-1.010
2022-10-27 20:00:00,EURUSD,H4,buy,0.99922,0.99565,1.00636,35.7,-1.034
2022-11-01 16:00:00,EURUSD,H4,sell,0.98872,0.99549,0.97518,67.7,-1.018
2022-11-08 12:00:00,EURUSD,H4,buy,1.00714,0.99705,1.02732,100.9,-1.012
2022-11-14 12:00:00,EURUSD,H4,buy,1.03284,1.02703,1.04446,58.1,1.979
2022-11-23 12:00:00,EURUSD,H4,buy,1.04024,1.02953,1.06166,107.1,-1.012
2022-11-28 04:00:00,EURUSD,H4,buy,1.04727,1.03400,1.07381,132.7,-1.009
2022-11-29 04:00:00,EURUSD,H4,sell,1.03751,1.03952,1.03349,20.1,1.941
2022-12-01 08:00:00,EURUSD,H4,buy,1.04971,1.03919,1.07075,105.2,1.988
2022-12-05 20:00:00,EURUSD,H4,buy,1.04906,1.04790,1.05138,11.6,-1.097
2022-12-13 12:00:00,EURUSD,H4,buy,1.06269,1.05268,1.08271,100.1,0.750
2022-12-15 20:00:00,EURUSD,H4,buy,1.06461,1.05911,1.07561,55.0,-1.022
2022-12-21 16:00:00,EURUSD,H4,sell,1.06179,1.06465,1.05607,28.6,-1.042
2023-01-04 08:00:00,EURUSD,H4,sell,1.06187,1.06364,1.05833,17.7,1.934
2023-01-10 16:00:00,EURUSD,H4,buy,1.07449,1.07109,1.08129,34.0,1.965
2023-02-20 00:00:00,EURUSD,H4,buy,1.06925,1.06718,1.07339,20.7,-1.057
2023-02-22 04:00:00,EURUSD,H4,sell,1.06300,1.06648,1.05604,34.8,1.965
2023-02-23 08:00:00,EURUSD,H4,sell,1.05822,1.06285,1.04896,46.3,-1.026
2023-03-02 20:00:00,EURUSD,H4,buy,1.06085,1.05754,1.06747,33.1,1.964
2023-03-06 12:00:00,EURUSD,H4,buy,1.06754,1.06209,1.07844,54.5,-1.022
2023-03-08 16:00:00,EURUSD,H4,sell,1.05466,1.05624,1.05150,15.8,-1.073
2023-03-13 12:00:00,EURUSD,H4,buy,1.07305,1.06490,1.08935,81.5,-1.015
2023-03-17 12:00:00,EURUSD,H4,buy,1.06647,1.06112,1.07717,53.5,1.977
2023-03-22 08:00:00,EURUSD,H4,buy,1.07912,1.07580,1.08576,33.2,1.964
2023-03-27 08:00:00,EURUSD,H4,buy,1.07815,1.07439,1.08567,37.6,1.968
2023-05-22 08:00:00,EURUSD,H4,buy,1.08051,1.07945,1.08263,10.6,-1.105
2023-06-19 04:00:00,EURUSD,H4,sell,1.09211,1.09472,1.08689,26.1,-1.046
2023-06-26 16:00:00,EURUSD,H4,sell,1.09099,1.09209,1.08879,11.0,-1.102
2023-06-28 12:00:00,EURUSD,H4,sell,1.09224,1.09631,1.08410,40.7,1.970
2023-07-02 16:00:00,EURUSD,H4,sell,1.09092,1.09234,1.08808,14.2,1.919
2023-07-05 08:00:00,EURUSD,H4,sell,1.08737,1.09088,1.08035,35.1,-1.034
2023-07-11 16:00:00,EURUSD,H4,buy,1.10136,1.09773,1.10862,36.3,1.967
2023-07-12 16:00:00,EURUSD,H4,buy,1.11405,1.10138,1.13939,126.7,-1.010
2023-07-23 16:00:00,EURUSD,H4,buy,1.11243,1.11069,1.11591,17.4,-1.067
2023-07-25 08:00:00,EURUSD,H4,sell,1.10490,1.10878,1.09714,38.8,-1.031
2023-08-02 00:00:00,EURUSD,H4,sell,1.09899,1.10202,1.09293,30.3,1.960
2023-08-09 16:00:00,EURUSD,H4,sell,1.09771,1.09963,1.09387,19.2,-1.061
2023-08-10 20:00:00,EURUSD,H4,buy,1.09872,1.09751,1.10114,12.1,-1.094
2023-08-14 12:00:00,EURUSD,H4,sell,1.09028,1.09610,1.07864,58.2,1.979
2023-08-16 12:00:00,EURUSD,H4,sell,1.08743,1.09355,1.07519,61.2,-1.020
2023-08-18 04:00:00,EURUSD,H4,sell,1.08629,1.08948,1.07991,31.9,-1.038
2023-08-23 08:00:00,EURUSD,H4,sell,1.08613,1.08723,1.08393,11.0,-1.102
2023-08-30 12:00:00,EURUSD,H4,buy,1.09216,1.08541,1.10566,67.5,-1.018
2023-09-04 12:00:00,EURUSD,H4,sell,1.07938,1.08097,1.07620,15.9,1.927
2023-09-06 12:00:00,EURUSD,H4,sell,1.07261,1.07498,1.06787,23.7,-1.050
2023-09-12 04:00:00,EURUSD,H4,sell,1.07181,1.07702,1.06139,52.1,1.977
2023-09-15 16:00:00,EURUSD,H4,sell,1.06576,1.06887,1.05954,31.1,-1.039
2023-09-21 16:00:00,EURUSD,H4,sell,1.06603,1.06744,1.06321,14.1,1.919
2023-09-28 16:00:00,EURUSD,H4,sell,1.05621,1.05798,1.05267,17.7,-1.066
2023-10-03 12:00:00,EURUSD,H4,sell,1.04714,1.04943,1.04256,22.9,-1.052
2023-10-05 04:00:00,EURUSD,H4,sell,1.05236,1.05298,1.05112,6.2,-1.168
2023-10-11 16:00:00,EURUSD,H4,buy,1.06234,1.05796,1.07110,43.8,-1.028
2023-10-13 12:00:00,EURUSD,H4,sell,1.05138,1.05594,1.04226,45.6,-1.027
2023-10-17 20:00:00,EURUSD,H4,sell,1.05754,1.05958,1.05346,20.4,1.942
2023-10-25 08:00:00,EURUSD,H4,sell,1.05829,1.06077,1.05333,24.8,1.952
2023-11-07 16:00:00,EURUSD,H4,buy,1.06902,1.06630,1.07446,27.2,-1.044
2023-11-10 16:00:00,EURUSD,H4,sell,1.06848,1.06937,1.06670,8.9,-1.123
2023-11-14 08:00:00,EURUSD,H4,buy,1.08603,1.06918,1.11973,168.5,1.021
2023-11-15 16:00:00,EURUSD,H4,buy,1.08551,1.08305,1.09043,24.6,-1.048
2023-11-23 16:00:00,EURUSD,H4,buy,1.09067,1.08860,1.09481,20.7,1.943
2023-12-01 04:00:00,EURUSD,H4,sell,1.08766,1.09137,1.08024,37.1,1.967
2023-12-05 08:00:00,EURUSD,H4,sell,1.07859,1.08484,1.06609,62.5,-1.020
2023-12-06 16:00:00,EURUSD,H4,sell,1.07687,1.08057,1.06947,37.0,-1.033
2023-12-13 12:00:00,EURUSD,H4,buy,1.08812,1.07721,1.10994,109.1,1.989
2023-12-20 16:00:00,EURUSD,H4,sell,1.09497,1.09766,1.08959,26.9,-1.044
2023-12-28 20:00:00,EURUSD,H4,buy,1.10666,1.10542,1.10914,12.4,-1.092
2024-01-05 16:00:00,EURUSD,H4,sell,1.09392,1.09994,1.08188,60.2,-1.020
2024-01-12 16:00:00,EURUSD,H4,buy,1.09483,1.09349,1.09751,13.4,-1.085
2024-01-25 16:00:00,EURUSD,H4,sell,1.08398,1.09028,1.07138,63.0,1.981
2024-01-29 08:00:00,EURUSD,H4,sell,1.08059,1.08510,1.07157,45.1,-1.027
2024-02-05 08:00:00,EURUSD,H4,sell,1.07352,1.07871,1.06314,51.9,-1.024
2024-02-12 20:00:00,EURUSD,H4,sell,1.07637,1.07870,1.07171,23.3,-1.051
2024-02-16 16:00:00,EURUSD,H4,buy,1.07749,1.07309,1.08629,44.0,1.972
2024-02-22 16:00:00,EURUSD,H4,buy,1.08218,1.08016,1.08622,20.2,-1.058
2024-03-05 16:00:00,EURUSD,H4,buy,1.08498,1.08393,1.08708,10.5,1.894
2024-03-08 16:00:00,EURUSD,H4,buy,1.09348,1.09173,1.09698,17.5,-1.067
2024-03-15 12:00:00,EURUSD,H4,sell,1.08869,1.09006,1.08595,13.7,-1.084
2024-03-20 08:00:00,EURUSD,H4,sell,1.08606,1.08730,1.08358,12.4,-1.092
2024-03-26 12:00:00,EURUSD,H4,sell,1.08308,1.08653,1.07618,34.5,1.965
2024-03-29 12:00:00,EURUSD,H4,sell,1.07898,1.08061,1.07572,16.3,1.929
2024-04-02 16:00:00,EURUSD,H4,sell,1.07679,1.07800,1.07437,12.1,-1.094
2024-04-15 12:00:00,EURUSD,H4,sell,1.06264,1.06661,1.05470,39.7,-1.031
2024-04-19 16:00:00,EURUSD,H4,sell,1.06526,1.06785,1.06008,25.9,-1.046
2024-04-24 16:00:00,EURUSD,H4,buy,1.06999,1.06769,1.07459,23.0,1.948
2024-05-02 16:00:00,EURUSD,H4,buy,1.07298,1.06732,1.08430,56.6,1.978
2024-06-13 20:00:00,EURUSD,H4,buy,1.07401,1.07318,1.07567,8.3,-1.131
2024-06-19 12:00:00,EURUSD,H4,sell,1.07448,1.07543,1.07258,9.5,1.884
2024-06-26 04:00:00,EURUSD,H4,sell,1.06940,1.07189,1.06442,24.9,-1.048
2024-06-28 04:00:00,EURUSD,H4,buy,1.06971,1.06842,1.07229,12.9,1.912
2024-07-03 08:00:00,EURUSD,H4,buy,1.07987,1.07353,1.09255,63.4,1.981
2024-08-05 08:00:00,EURUSD,H4,buy,1.09561,1.08913,1.10857,64.8,-1.019
2024-08-09 16:00:00,EURUSD,H4,sell,1.09167,1.09323,1.08855,15.6,-1.074
2024-08-19 16:00:00,EURUSD,H4,buy,1.10854,1.10291,1.11980,56.3,-1.022
2024-10-10 16:00:00,EURUSD,H4,sell,1.09334,1.09558,1.08886,22.4,1.947
2024-10-15 16:00:00,EURUSD,H4,sell,1.08832,1.09177,1.08142,34.5,1.965
2024-10-17 16:00:00,EURUSD,H4,sell,1.08291,1.08747,1.07379,45.6,-1.027
2024-10-22 08:00:00,EURUSD,H4,sell,1.08045,1.08390,1.07355,34.5,-1.035
2024-10-30 12:00:00,EURUSD,H4,buy,1.08555,1.08069,1.09527,48.6,-1.025
2024-11-07 16:00:00,EURUSD,H4,sell,1.07904,1.08257,1.07198,35.3,1.966
2024-11-11 04:00:00,EURUSD,H4,sell,1.06522,1.07287,1.04992,76.5,1.984
2024-11-13 16:00:00,EURUSD,H4,sell,1.05652,1.06550,1.03856,89.8,1.986
2024-11-15 16:00:00,EURUSD,H4,sell,1.05394,1.05940,1.04302,54.6,-1.022
2024-12-01 16:00:00,EURUSD,H4,sell,1.05362,1.05853,1.04380,49.1,-1.025
2024-12-03 20:00:00,EURUSD,H4,sell,1.05107,1.05360,1.04601,25.3,-1.047
2024-12-08 16:00:00,EURUSD,H4,buy,1.05592,1.05413,1.05950,17.9,-1.065
2024-12-11 04:00:00,EURUSD,H4,sell,1.05030,1.05403,1.04284,37.3,1.968
2024-12-17 20:00:00,EURUSD,H4,sell,1.05030,1.05169,1.04752,13.9,1.917
2024-12-19 12:00:00,EURUSD,H4,sell,1.03681,1.04232,1.02579,55.1,-1.022
2024-12-23 16:00:00,EURUSD,H4,buy,1.04003,1.03832,1.04345,17.1,1.932
2024-12-31 12:00:00,EURUSD,H4,sell,1.03583,1.04253,1.02243,67.0,0.040
2025-01-07 04:00:00,EURUSD,H4,buy,1.03892,1.03751,1.04174,14.1,-1.081
2025-01-09 16:00:00,EURUSD,H4,sell,1.02954,1.03200,1.02462,24.6,1.952
2025-01-16 20:00:00,EURUSD,H4,sell,1.02936,1.03159,1.02490,22.3,-1.053
2025-02-04 08:00:00,EURUSD,H4,buy,1.03781,1.02711,1.05921,107.0,1.988
2025-02-06 12:00:00,EURUSD,H4,buy,1.03888,1.03513,1.04638,37.5,-1.032
2025-02-12 16:00:00,EURUSD,H4,buy,1.03895,1.03158,1.05369,73.7,1.983
2025-02-14 08:00:00,EURUSD,H4,buy,1.04974,1.04460,1.06002,51.4,-1.024
2025-02-19 08:00:00,EURUSD,H4,sell,1.04044,1.04623,1.02886,57.9,-1.021
2025-02-21 16:00:00,EURUSD,H4,buy,1.04570,1.04482,1.04746,8.8,1.876
2025-02-26 12:00:00,EURUSD,H4,buy,1.04860,1.04737,1.05106,12.3,-1.092
2025-03-04 08:00:00,EURUSD,H4,buy,1.05335,1.04698,1.06609,63.7,1.981
2025-03-06 20:00:00,EURUSD,H4,buy,1.08128,1.07645,1.09094,48.3,1.975
2025-03-28 12:00:00,EURUSD,H4,buy,1.08237,1.07634,1.09443,60.3,1.980
2025-04-07 00:00:00,EURUSD,H4,buy,1.10003,1.08782,1.12445,122.1,1.990
2025-04-13 16:00:00,EURUSD,H4,buy,1.13420,1.12753,1.14754,66.7,-1.018
2025-05-14 08:00:00,EURUSD,H4,buy,1.12048,1.11788,1.12568,26.0,-1.046
2025-06-06 04:00:00,EURUSD,H4,sell,1.14178,1.14582,1.13370,40.4,-1.030
2025-06-11 08:00:00,EURUSD,H4,buy,1.14892,1.14042,1.16592,85.0,1.986
2025-06-18 00:00:00,EURUSD,H4,buy,1.15132,1.14733,1.15930,39.9,-1.030
2025-06-25 08:00:00,EURUSD,H4,buy,1.16198,1.15888,1.16818,31.0,1.961
2025-07-31 08:00:00,EURUSD,H4,sell,1.14301,1.14616,1.13671,31.5,-1.038
2025-08-07 12:00:00,EURUSD,H4,sell,1.16543,1.16996,1.15637,45.3,-1.027
2025-08-12 12:00:00,EURUSD,H4,buy,1.16745,1.15976,1.18283,76.9,-1.016
2025-08-19 04:00:00,EURUSD,H4,buy,1.16855,1.16380,1.17805,47.5,-1.026
2025-08-21 12:00:00,EURUSD,H4,sell,1.16048,1.16636,1.14872,58.8,-1.021
2025-08-25 20:00:00,EURUSD,H4,buy,1.16256,1.16018,1.16732,23.8,-1.050
2025-08-28 20:00:00,EURUSD,H4,sell,1.16624,1.16982,1.15908,35.8,-1.034
2025-09-04 16:00:00,EURUSD,H4,buy,1.16567,1.16288,1.17125,27.9,1.957
2025-09-30 04:00:00,EURUSD,H4,buy,1.17420,1.17109,1.18042,31.1,-1.039
2025-10-08 16:00:00,EURUSD,H4,sell,1.16290,1.16457,1.15956,16.7,-1.070
2025-10-15 16:00:00,EURUSD,H4,buy,1.16456,1.16093,1.17182,36.3,1.967
2025-12-12 12:00:00,EURUSD,H4,buy,1.17390,1.17185,1.17800,20.5,1.943
2025-12-18 12:00:00,EURUSD,H4,buy,1.17219,1.17113,1.17431,10.6,-1.105
2025-12-25 20:00:00,EURUSD,H4,buy,1.17831,1.17653,1.18187,17.8,-1.066
2022-01-03 16:00:00,GBPUSD,H1,sell,1.34770,1.34867,1.34576,9.7,-1.114
2022-01-04 09:00:00,GBPUSD,H1,buy,1.35161,1.34776,1.35931,38.5,1.969
2022-01-06 12:00:00,GBPUSD,H1,buy,1.35301,1.35148,1.35607,15.3,1.924
2022-01-09 19:00:00,GBPUSD,H1,buy,1.35940,1.35724,1.36372,21.6,-1.055
2022-01-11 03:00:00,GBPUSD,H1,buy,1.36103,1.35784,1.36741,31.9,-1.038
2022-01-11 22:00:00,GBPUSD,H1,buy,1.36440,1.36269,1.36782,17.1,-1.068
2022-01-19 10:00:00,GBPUSD,H1,buy,1.36276,1.36194,1.36440,8.2,-1.132
2022-01-20 02:00:00,GBPUSD,H1,buy,1.36263,1.36185,1.36419,7.8,-1.138
2022-01-20 21:00:00,GBPUSD,H1,sell,1.36002,1.36029,1.35948,2.7,1.684
2022-02-03 13:00:00,GBPUSD,H1,sell,1.36052,1.36204,1.35748,15.2,1.924
2022-02-06 18:00:00,GBPUSD,H1,buy,1.35324,1.35201,1.35570,12.3,-1.092
2022-02-07 14:00:00,GBPUSD,H1,buy,1.35376,1.35138,1.35852,23.8,-1.050
2022-02-08 15:00:00,GBPUSD,H1,buy,1.35500,1.35361,1.35778,13.9,1.917
2022-02-10 18:00:00,GBPUSD,H1,buy,1.35490,1.35396,1.35678,9.4,-1.117
2022-02-16 21:00:00,GBPUSD,H1,sell,1.35897,1.35941,1.35809,4.4,-1.221
2022-02-18 16:00:00,GBPUSD,H1,sell,1.35839,1.36067,1.35383,22.8,-1.052
2022-02-21 10:00:00,GBPUSD,H1,buy,1.36068,1.35926,1.36352,14.2,-1.081
2022-02-22 16:00:00,GBPUSD,H1,buy,1.35830,1.35746,1.35998,8.4,1.870
2022-02-24 16:00:00,GBPUSD,H1,sell,1.33758,1.34057,1.33160,29.9,-1.040
2022-02-25 09:00:00,GBPUSD,H1,sell,1.33715,1.34132,1.32881,41.7,-1.029
2022-02-28 01:00:00,GBPUSD,H1,buy,1.33697,1.33402,1.34287,29.5,1.959
2022-02-28 10:00:00,GBPUSD,H1,buy,1.34197,1.33858,1.34875,33.9,-1.036
2022-03-01 16:00:00,GBPUSD,H1,sell,1.33226,1.33349,1.32980,12.3,-1.092
2022-03-02 12:00:00,GBPUSD,H1,buy,1.33592,1.33087,1.34602,50.5,-1.024
2022-03-03 19:00:00,GBPUSD,H1,sell,1.33230,1.33555,1.32580,32.5,1.963
2022-03-07 04:00:00,GBPUSD,H1,sell,1.31682,1.32291,1.30464,60.9,1.980
2022-03-07 23:00:00,GBPUSD,H1,sell,1.31232,1.31314,1.31068,8.2,1.868
2022-03-08 15:00:00,GBPUSD,H1,sell,1.30988,1.31449,1.30066,46.1,-1.026
2022-03-09 10:00:00,GBPUSD,H1,buy,1.31574,1.31359,1.32004,21.5,-1.055
2022-03-13 20:00:00,GBPUSD,H1,sell,1.30295,1.30533,1.29819,23.8,-1.050
2022-03-15 04:00:00,GBPUSD,H1,sell,1.30412,1.30519,1.30198,10.7,-1.105
2022-03-15 22:00:00,GBPUSD,H1,buy,1.30522,1.30346,1.30874,17.6,1.934
2022-03-16 11:00:00,GBPUSD,H1,buy,1.31123,1.30732,1.31905,39.1,-1.031
2022-03-17 03:00:00,GBPUSD,H1,buy,1.31810,1.31468,1.32494,34.2,-1.035
2022-03-20 21:00:00,GBPUSD,H1,buy,1.31647,1.31535,1.31871,11.2,-1.100
2022-03-21 16:00:00,GBPUSD,H1,buy,1.31644,1.31539,1.31854,10.5,-1.106
2022-03-23 10:00:00,GBPUSD,H1,buy,1.32113,1.31739,1.32861,37.4,-1.032
2022-03-24 11:00:00,GBPUSD,H1,buy,1.31787,1.31658,1.32045,12.9,1.912
2022-03-28 06:00:00,GBPUSD,H1,sell,1.31551,1.31682,1.31289,13.1,1.913
2022-03-28 15:00:00,GBPUSD,H1,sell,1.30937,1.31002,1.30807,6.5,-1.161
2022-03-29 17:00:00,GBPUSD,H1,sell,1.30965,1.31061,1.30773,9.6,-1.115
2022-03-30 15:00:00,GBPUSD,H1,buy,1.31334,1.31255,1.31492,7.9,-1.137
2022-03-31 20:00:00,GBPUSD,H1,sell,1.31368,1.31524,1.31056,15.6,1.926
2022-04-01 14:00:00,GBPUSD,H1,sell,1.31059,1.31151,1.30875,9.2,-1.120
2022-04-04 12:00:00,GBPUSD,H1,sell,1.31035,1.31297,1.30511,26.2,-1.046
2022-04-04 19:00:00,GBPUSD,H1,buy,1.31123,1.31100,1.31169,2.3,-1.352
2022-04-14 16:00:00,GBPUSD,H1,sell,1.30710,1.30832,1.30466,12.2,1.907
2022-04-17 18:00:00,GBPUSD,H1,sell,1.30636,1.30684,1.30540,4.8,1.793
2022-04-18 10:00:00,GBPUSD,H1,sell,1.30178,1.30455,1.29624,27.7,-1.043
2022-04-18 22:00:00,GBPUSD,H1,sell,1.29964,1.30195,1.29502,23.1,-1.051
2022-04-20 19:00:00,GBPUSD,H1,buy,1.30678,1.30494,1.31046,18.4,-1.064
2022-04-21 21:00:00,GBPUSD,H1,sell,1.30243,1.30359,1.30011,11.6,1.903
2022-04-25 10:00:00,GBPUSD,H1,sell,1.27126,1.27556,1.26266,43.0,-1.028
2022-04-26 21:00:00,GBPUSD,H1,sell,1.25839,1.25881,1.25755,4.2,-1.229
2022-05-04 23:00:00,GBPUSD,H1,sell,1.25797,1.26337,1.24717,54.0,1.977
2022-05-05 05:00:00,GBPUSD,H1,buy,1.25686,1.25159,1.26740,52.7,-1.023
2022-05-23 09:00:00,GBPUSD,H1,sell,1.25841,1.26017,1.25489,17.6,1.934
2022-05-25 00:00:00,GBPUSD,H1,buy,1.25375,1.25129,1.25867,24.6,-1.048
2022-05-25 15:00:00,GBPUSD,H1,buy,1.25765,1.25233,1.26829,53.2,-1.023
2022-06-01 16:00:00,GBPUSD,H1,sell,1.24838,1.25031,1.24452,19.3,-1.061
2022-06-02 17:00:00,GBPUSD,H1,buy,1.25740,1.25631,1.25958,10.9,-1.103
2022-06-06 13:00:00,GBPUSD,H1,buy,1.25383,1.25238,1.25673,14.5,-1.079
2022-06-07 11:00:00,GBPUSD,H1,buy,1.25937,1.24808,1.28195,112.9,-1.011
2022-06-08 10:00:00,GBPUSD,H1,buy,1.25500,1.25203,1.26094,29.7,-1.040
2022-06-09 22:00:00,GBPUSD,H1,sell,1.24961,1.25005,1.24873,4.4,-1.221
2022-06-13 03:00:00,GBPUSD,H1,sell,1.22392,1.23012,1.21152,62.0,1.980
2022-06-17 06:00:00,GBPUSD,H1,sell,1.22979,1.23437,1.22063,45.8,1.973
2022-06-19 20:00:00,GBPUSD,H1,buy,1.22225,1.22059,1.22557,16.6,-1.070
2022-06-21 04:00:00,GBPUSD,H1,buy,1.23090,1.22436,1.24398,65.4,-1.019
2022-06-21 17:00:00,GBPUSD,H1,sell,1.22782,1.22825,1.22696,4.3,1.775
2022-06-22 15:00:00,GBPUSD,H1,buy,1.22639,1.22558,1.22801,8.1,-1.134
2022-06-28 23:00:00,GBPUSD,H1,sell,1.22039,1.22137,1.21843,9.8,1.887
2022-06-29 19:00:00,GBPUSD,H1,sell,1.21285,1.21329,1.21197,4.4,1.779
2022-07-04 23:00:00,GBPUSD,H1,sell,1.21120,1.21234,1.20892,11.4,-1.099
2022-07-10 20:00:00,GBPUSD,H1,sell,1.20084,1.20379,1.19494,29.5,1.959
2022-07-18 20:00:00,GBPUSD,H1,sell,1.19349,1.19590,1.18867,24.1,-1.049
2022-07-19 10:00:00,GBPUSD,H1,buy,1.20268,1.19985,1.20834,28.3,-1.042
2022-07-20 12:00:00,GBPUSD,H1,sell,1.19713,1.20071,1.18997,35.8,1.966
2022-07-25 12:00:00,GBPUSD,H1,buy,1.20507,1.20235,1.21051,27.2,-1.044
2022-07-26 19:00:00,GBPUSD,H1,buy,1.20350,1.20166,1.20718,18.4,1.936
2022-07-27 19:00:00,GBPUSD,H1,buy,1.21616,1.21449,1.21950,16.7,-1.070
2022-07-28 11:00:00,GBPUSD,H1,sell,1.21263,1.21667,1.20455,40.4,-1.030
2022-07-28 20:00:00,GBPUSD,H1,buy,1.21734,1.21608,1.21986,12.6,1.910
2022-07-29 13:00:00,GBPUSD,H1,sell,1.21622,1.21874,1.21118,25.2,-1.047
2022-08-01 16:00:00,GBPUSD,H1,buy,1.22467,1.22397,1.22607,7.0,1.848
2022-08-02 11:00:00,GBPUSD,H1,sell,1.22194,1.22417,1.21748,22.3,1.947
2022-08-02 20:00:00,GBPUSD,H1,sell,1.21465,1.21738,1.20919,27.3,-1.044
2022-08-03 06:00:00,GBPUSD,H1,sell,1.21817,1.22085,1.21281,26.8,1.955
2022-08-03 16:00:00,GBPUSD,H1,sell,1.21430,1.21562,1.21166,13.2,-1.087
2022-08-04 16:00:00,GBPUSD,H1,sell,1.21570,1.21765,1.21180,19.5,1.940
2022-08-04 23:00:00,GBPUSD,H1,buy,1.21430,1.21287,1.21716,14.3,-1.080
2022-08-05 10:00:00,GBPUSD,H1,sell,1.20619,1.21492,1.18873,87.3,-1.014
2022-08-10 19:00:00,GBPUSD,H1,buy,1.22106,1.22016,1.22286,9.0,-1.122
2022-08-11 00:00:00,GBPUSD,H1,buy,1.21901,1.21808,1.22087,9.3,1.882
2022-08-11 18:00:00,GBPUSD,H1,sell,1.21990,1.22109,1.21752,11.9,-1.095
2022-08-12 10:00:00,GBPUSD,H1,sell,1.21170,1.21493,1.20524,32.3,1.963
2022-08-15 20:00:00,GBPUSD,H1,sell,1.20393,1.20597,1.19985,20.4,-1.058
2022-08-16 14:00:00,GBPUSD,H1,buy,1.20887,1.20730,1.21201,15.7,1.926
2022-08-17 14:00:00,GBPUSD,H1,buy,1.20635,1.20267,1.21371,36.8,-1.033
2022-08-18 21:00:00,GBPUSD,H1,sell,1.19108,1.19367,1.18590,25.9,1.954
2022-08-19 05:00:00,GBPUSD,H1,sell,1.18703,1.19264,1.17581,56.1,1.978
2022-08-29 12:00:00,GBPUSD,H1,sell,1.17216,1.17448,1.16752,23.2,-1.051
2022-08-29 23:00:00,GBPUSD,H1,sell,1.17008,1.17275,1.16474,26.7,-1.045
2022-08-31 13:00:00,GBPUSD,H1,sell,1.16168,1.16541,1.15422,37.3,1.968
2022-09-01 16:00:00,GBPUSD,H1,sell,1.15427,1.15559,1.15163,13.2,-1.087
2022-09-04 18:00:00,GBPUSD,H1,sell,1.14798,1.15277,1.13840,47.9,-1.025
2022-09-05 17:00:00,GBPUSD,H1,buy,1.15205,1.15116,1.15383,8.9,1.877
2022-09-07 06:00:00,GBPUSD,H1,sell,1.14436,1.15238,1.12832,80.2,-1.015
2022-09-07 22:00:00,GBPUSD,H1,buy,1.15075,1.14996,1.15233,7.9,-1.137
2022-09-08 15:00:00,GBPUSD,H1,sell,1.15017,1.15174,1.14703,15.7,-1.074
2022-09-09 04:00:00,GBPUSD,H1,buy,1.16291,1.15769,1.17335,52.2,-1.023
2022-09-09 16:00:00,GBPUSD,H1,buy,1.15876,1.15792,1.16044,8.4,1.870
2022-09-12 08:00:00,GBPUSD,H1,buy,1.16920,1.16615,1.17530,30.5,-1.039
2022-09-13 22:00:00,GBPUSD,H1,sell,1.15068,1.15134,1.14936,6.6,-1.159
